,Name_Firs_Last,Birth_Date,Date,Prefer_Game,Visits,Avg_Bet,Player_Type,Total_Bet,Balance,Bonus,Bonus_From_Points,Match_Pay,Tombola_Game,Total_Bonuses,Clean_Balance,Bonus_Percent_of_Bet,Bonus_Percent_of_Lose,Play_Percent,New_Customers,Hold_On_Sept,Hold_On_Okt,Holded,Total_Bet_range
1397,Sweet Battles,25-06-81,01-07-18,SLOTS,1,1.375496249,Среден,1642.937471,235.2974713,0,0,0,0,235.2974713,0,0,0.856782455,NA,NA,NA,NA,0,1000-5000
1398,Pop Challenge,10-10-11,01-07-18,ROULETTE,5,20.70068748,Среден,1415.032773,209.8327727,0,0,0,0,209.8327727,0,0,0.851711722,NA,TRUE,NA,NA,1,1000-5000
1399,Dog Superhero,20-06-00,01-07-18,SLOTS,1,0.244,Новак,18.934,10.034,0,0,0,0,10.034,0,0,0.470053871,NA,NA,NA,NA,0,0-100
1400,Motorway Star,18-02-92,01-07-18,SLOTS,1,6.892265193,Хубав,2501.892265,-348.1077348,0,0,0,0,-348.1077348,0,0,1.13913778,NA,NA,NA,NA,0,1000-5000
1401,Storage Wrangler,10-10-10,01-07-18,SLOTS,1,4.21875,Хубав,814.21875,349.71875,0,0,0,0,349.71875,0,0,0.570485511,NA,NA,NA,NA,0,500-1000
1402,Ice Road VIP,10-10-10,01-07-18,SLOTS,1,0.595238095,Слаб,200.5952381,35.1952381,0,0,0,0,35.1952381,0,0,0.824545994,NA,NA,NA,NA,0,100-500
1403,Duck Moms,10-10-10,01-07-18,SLOTS,1,0.298591549,Новак,63.89859155,19.81859155,0,0,0,0,19.81859155,0,0,0.689843061,NA,NA,NA,NA,0,0-100
1404,Pawn Pickers,08-07-88,01-07-18,SLOTS,1,0.203030303,Новак,6.903030303,4.823030303,0,0,0,0,4.823030303,0,0,0.301316945,NA,NA,NA,NA,0,0-100
1405,An American Fighter,15-08-97,01-07-18,SLOTS,1,0.505924067,Слаб,475.1236963,209.5036963,0,0,0,0,209.5036963,0,0,0.559054415,NA,NA,NA,NA,0,100-500
1406,Modern Consignment,10-10-10,01-07-18,SLOTS,1,0.291056911,Новак,36.09105691,9.941056911,0,0,0,0,9.941056911,0,0,0.724556226,NA,NA,NA,NA,0,0-100
1407,Drama Ship,30-01-68,01-07-18,SLOTS,3,0.451376785,Слаб,8976.497339,203.5973386,0,40,0,40,163.5973386,0.004456081,0.196466222,0.981774925,NA,NA,NA,NA,0,5000-20000
1408,Octane Brother,23-07-75,01-07-18,SLOTS,1,0.656501745,Слаб,805.0195052,97.71950523,0,0,0,0,97.71950523,0,0,0.878612252,NA,NA,NA,NA,0,500-1000
1409,House Ninja,10-10-89,01-07-18,SLOTS,1,0.398170732,Новак,130.9981707,-0.101829268,0,0,0,0,-0.101829268,0,0,1.000777334,NA,NA,NA,NA,0,100-500
1410,Ulitmate Shore,10-10-10,01-07-18,SLOTS,1,0.9541,Среден,34.8082,19.8582,0,0,0,0,19.8582,0,0,0.429496498,NA,NA,NA,NA,0,0-100
1411,Whale Files,05-05-70,01-07-18,SLOTS,2,0.576724142,Слаб,986.7506466,-49.74935343,0,0,0,0,-49.74935343,0,0,1.050417351,NA,NA,NA,NA,0,500-1000
1412,Bachelorette Intervention,02-02-94,01-07-18,SLOTS,1,1.763607129,Среден,882.5452499,114.1452499,0,0,0,0,114.1452499,0,0,0.870663572,NA,NA,NA,NA,0,500-1000
1413,UFO Mania,02-03-00,01-07-18,ROULETTE,3,1.544689755,Новак,90.57813853,30.12813853,0,0,0,0,30.12813853,0,0,0.667379579,NA,TRUE,NA,NA,1,0-100
1414,House Ship,02-02-02,01-07-18,SLOTS,1,0.587012987,Слаб,84.45367965,-26.84632035,0,0,0,0,-26.84632035,0,0,1.317882187,NA,NA,NA,NA,0,0-100
1415,Wedding Crashers,02-03-72,01-07-18,SLOTS,1,0.234802665,Новак,458.1,104.88,0,0,0,0,104.88,0,0,0.771054355,NA,NA,NA,NA,0,100-500
1416,Chef Inventors,16-01-99,01-07-18,SLOTS,1,0.442605965,Слаб,102.0852119,30.28521193,0,0,0,0,30.28521193,0,0,0.703333996,NA,NA,NA,NA,0,100-500
1417,House Days,11-06-92,01-07-18,SLOTS,1,0.412120858,Слаб,302.3288556,-11.05114436,0,0,0,0,-11.05114436,0,0,1.036553389,NA,NA,NA,NA,0,100-500
1418,An American Rescue,28-10-69,01-07-18,ROULETTE,1,7.958333333,Слаб,415.375,-38.625,0,0,0,0,-38.625,0,0,1.092988264,NA,NA,NA,NA,0,100-500
1419,Fear Raiders,02-02-02,01-07-18,SLOTS,1,0.687950938,Слаб,334.8759019,40.37590188,0,0,0,0,40.37590188,0,0,0.879430256,NA,NA,NA,NA,0,100-500
1420,Cake Warrior,09-04-88,01-07-18,ROULETTE,2,40.77731167,Среден,6697.810149,795.4701495,0,0,0,0,795.4701495,0,0,0.881234294,NA,NA,NA,NA,0,5000-20000
1421,Fish Tank School,03-03-00,01-07-18,SLOTS,1,0.340677966,Новак,47.08135593,5.081355932,0,0,0,0,5.081355932,0,0,0.892072863,NA,NA,NA,NA,0,0-100
1422,Cake Club,12-08-97,01-07-18,SLOTS,1,1.434938118,Среден,2319.716876,514.1168759,0,0,0,0,514.1168759,0,0,0.778370852,NA,NA,NA,NA,0,1000-5000
1423,Love Job,27-11-75,01-07-18,SLOTS,1,0.578947368,Слаб,11.57894737,4.628947368,0,0,0,0,4.628947368,0,0,0.600227273,NA,NA,NA,NA,0,0-100
1424,Love Days,29-04-95,01-07-18,SLOTS,1,1.191666667,Среден,125.5809524,28.38095238,0,0,0,0,28.38095238,0,0,0.77400273,NA,NA,NA,NA,0,100-500
1425,Half Pint Warrior,27-02-90,01-07-18,SLOTS,1,0.755179341,Слаб,427.665538,-39.49446198,0,0,0,0,-39.49446198,0,0,1.092348947,NA,NA,NA,NA,0,100-500
1426,The Real Days,23-07-78,01-07-18,ROULETTE,2,1.100931787,Новак,3622.636917,523.6969171,100,60,0,70,453.6969171,0.019322941,0.133665098,0.874760588,NA,NA,NA,NA,0,1000-5000
1427,Extreme Mania,10-04-84,01-07-18,ROULETTE,1,1.579837768,Новак,1449.673569,88.5835691,0,0,0,0,88.5835691,0,0,0.938894127,NA,NA,NA,NA,0,1000-5000
1428,Treasure Men,10-04-64,01-07-18,SLOTS,1,1.218918919,Среден,722.8189189,50.71891892,0,0,0,0,50.71891892,0,0,0.929831777,NA,NA,NA,NA,0,500-1000
1429,UFO Kings,28-11-75,01-07-18,SLOTS,1,0.221833333,Новак,11.65366667,-4.006333333,0,0,0,0,-4.006333333,0,0,1.343783073,NA,NA,NA,NA,0,0-100
1430,Ulitmate Gypsies,06-12-91,01-07-18,SLOTS,1,0.198823529,Новак,33.99882353,-10.00117647,0,0,0,0,-10.00117647,0,0,1.294162428,NA,NA,NA,NA,0,0-100
1431,Comic Shore,08-09-84,01-07-18,SLOTS,1,0.300397147,Новак,138.8647619,50.0347619,0,0,0,0,50.0347619,0,0,0.639687123,NA,NA,NA,NA,0,100-500
1432,Shipping Wedding,10-07-00,01-07-18,SLOTS,1,0.219277108,Новак,18.41927711,9.919277108,0,0,0,0,9.919277108,0,0,0.461473051,NA,NA,NA,NA,0,0-100
1433,Music Repo,02-05-73,01-07-18,SLOTS,1,0.470912082,Слаб,1026.356567,150.0765669,0,0,0,0,150.0765669,0,0,0.85377736,NA,NA,NA,NA,0,1000-5000
1434,UFO Master,26-10-96,01-07-18,ROULETTE,1,1.933333333,Новак,54.13333333,-21.06666667,0,0,0,0,-21.06666667,0,0,1.389162562,NA,NA,NA,NA,0,0-100
1435,Celebrity Treasure,08-09-89,01-07-18,SLOTS,1,0.197142857,Новак,13.99714286,4.847142857,0,0,0,0,4.847142857,0,0,0.653704838,NA,NA,NA,NA,0,0-100
1436,Sorority Exes,20-12-79,01-07-18,ROULETTE,1,8.333333333,Слаб,162.3266667,138.3266667,0,0,0,0,138.3266667,0,0,0.147850014,NA,NA,NA,NA,0,100-500
1437,Bachelorette Dance Crew,22-12-93,01-07-18,SLOTS,1,0.363342982,Новак,418.1036217,-100.4663783,0,0,0,0,-100.4663783,0,0,1.24029062,NA,NA,NA,NA,0,100-500
1438,Undercover Dancing,23-09-77,01-07-18,SLOTS,1,0.264716264,Новак,179.7941488,-15.27585121,0,0,0,0,-15.27585121,0,0,1.084963005,NA,NA,NA,NA,0,100-500
1439,UFO Secrets,04-12-87,01-07-18,SLOTS,1,0.923730843,Среден,184.9310345,-0.018965517,0,0,0,0,-0.018965517,0,0,1.000102555,NA,NA,NA,NA,0,100-500
1440,Logging Whisperer,04-05-00,01-07-18,SLOTS,1,0.313017612,Новак,355.7260352,74.62603522,0,0,0,0,74.62603522,0,0,0.790214862,NA,TRUE,NA,NA,1,100-500
1441,Casino Rescue,10-10-10,01-07-18,SLOTS,1,0.282608696,Новак,6.782608696,4.982608696,0,0,0,0,4.982608696,0,0,0.265384615,NA,NA,NA,NA,0,0-100
1442,Mystery Icon,26-11-97,01-07-18,SLOTS,1,1.024915825,Среден,373.2498316,-979.3201684,0,0,0,0,-979.3201684,0,0,3.623765868,NA,TRUE,NA,NA,1,100-500
1443,The VIP,10-10-10,01-07-18,SLOTS,1,0.493316635,Слаб,370.4799499,-453.0200501,0,0,0,0,-453.0200501,0,0,2.222792354,NA,NA,NA,NA,0,100-500
1444,Storage Moms,06-05-88,01-07-18,SLOTS,1,1.832412526,Среден,487.4972376,85.99723758,0,0,0,0,85.99723758,0,0,0.82359441,NA,NA,NA,NA,0,100-500
1445,Dance Truckers,14-09-99,01-07-18,SLOTS,1,0.304056238,Новак,79.60811248,15.10811248,0,0,0,0,15.10811248,0,0,0.810218934,NA,NA,NA,NA,0,0-100
1446,New York Nation,01-01-10,01-07-18,SLOTS,1,1.763142857,Среден,63.47314286,20.91314286,0,0,0,0,20.91314286,0,0,0.670519815,NA,NA,NA,NA,0,0-100
1447,Chopper Idol,30-08-94,01-07-18,SLOTS,1,0.202521008,Новак,48.40252101,25.00252101,0,0,0,0,25.00252101,0,0,0.483445893,NA,NA,NA,NA,0,0-100
1448,Army Nation,03-08-96,01-07-18,SLOTS,1,0.193333333,Новак,5.993333333,4.993333333,0,0,0,0,4.993333333,0,0,0.166852058,NA,NA,NA,NA,0,0-100
1449,Jersey VIP,20-01-86,01-07-18,ROULETTE,1,1.611363636,Новак,192.5123756,-44.44762438,0,0,0,0,-44.44762438,0,0,1.230881907,NA,NA,NA,NA,0,100-500
1450,Wild Date,29-03-92,01-07-18,SLOTS,1,0.661556744,Слаб,141.5636364,39.76363636,0,0,0,0,39.76363636,0,0,0.719111225,NA,NA,NA,NA,0,100-500
1451,Ax Ninja,10-10-10,01-07-18,SLOTS,1,0.789992909,Слаб,1427.839957,302.2999575,0,0,0,0,302.2999575,0,0,0.788281624,NA,NA,NA,NA,0,1000-5000
1452,Kid Ladies,10-01-98,01-07-18,SLOTS,1,0.689205678,Слаб,128.4460284,-18.75397161,0,0,0,0,-18.75397161,0,0,1.146006629,NA,TRUE,NA,NA,1,100-500
1453,Fish Tank Eats,03-10-83,01-07-18,SLOTS,1,1.075892857,Среден,242.0758929,-79.42410714,0,0,0,0,-79.42410714,0,0,1.328095897,NA,NA,NA,NA,0,100-500
1454,Tool Nation,14-03-86,01-07-18,SLOTS,3,0.197320044,Новак,52.18963455,-1.110365449,0,0,0,0,-1.110365449,0,0,1.021275593,NA,NA,NA,NA,0,0-100
1455,Band Repo,08-06-82,01-07-18,SLOTS,1,0.807577163,Среден,274.2303087,79.23030865,0,0,0,0,79.23030865,0,0,0.711081138,NA,NA,NA,NA,0,100-500
1456,Mega Pickers,10-10-10,01-07-18,SLOTS,1,0.650623529,Слаб,1106.710624,84.11062353,0,0,0,0,84.11062353,0,0,0.923999443,NA,NA,NA,NA,0,1000-5000
1457,Half Pint Diners,17-11-68,01-07-18,SLOTS,2,0.7585,Слаб,124.287,-191.093,0,0,0,0,-191.093,0,0,2.53751398,NA,TRUE,NA,NA,1,100-500
1458,Project Dynasty,25-11-73,01-07-18,ROULETTE,1,6.986639676,Слаб,551.2732794,151.9732794,0,0,0,0,151.9732794,0,0,0.724323153,NA,TRUE,NA,NA,1,500-1000
1459,House Patrol,07-02-92,01-07-18,SLOTS,1,0.82905506,Среден,192.1581101,99.50811012,0,0,0,0,99.50811012,0,0,0.482155033,NA,NA,NA,NA,0,100-500
1460,Ancient Eats,12-12-95,01-07-18,SLOTS,1,0.315151515,Новак,31.2,-20.1,0,0,0,0,-20.1,0,0,1.644230769,NA,TRUE,NA,NA,1,0-100
1461,Restaurant Wishes,14-02-86,01-07-18,SLOTS,1,0.418965517,Слаб,85.46896552,19.86896552,0,0,0,0,19.86896552,0,0,0.767530057,NA,NA,NA,NA,0,0-100
1462,Shark Contest,13-11-61,01-07-18,SLOTS,1,1.776296761,Среден,10637.67136,550.1213555,0,0,0,0,550.1213555,0,0,0.948285547,NA,NA,NA,NA,0,5000-20000
1463,Road Experiment,14-02-96,01-07-18,SLOTS,1,0.354997558,Новак,228.7099951,45.02999512,0,0,0,0,45.02999512,0,0,0.80311313,NA,TRUE,NA,NA,1,100-500
1464,Model Crew,25-05-93,01-07-18,SLOTS,1,0.215,Новак,17.415,9.595,0,0,0,0,9.595,0,0,0.449038185,NA,NA,NA,NA,0,0-100
1465,Restaurant Brother,07-07-82,01-07-18,ROULETTE,3,8.00817029,Слаб,1377.65315,-103.44685,0,10,0,10,-113.44685,0.007258721,-0.096667999,1.082347904,NA,NA,NA,NA,0,1000-5000
1466,Action Apprentice,04-06-95,01-07-18,SLOTS,1,0.28442623,Новак,17.63442623,9.63442623,0,0,0,0,9.63442623,0,0,0.453658083,NA,NA,NA,NA,0,0-100
1467,Ice Road Wrangler,08-11-93,01-07-18,SLOTS,1,0.624475166,Слаб,125.8734255,41.7734255,0,0,0,0,41.7734255,0,0,0.668131495,NA,NA,NA,NA,0,100-500
1468,Crocodile Warrior,10-10-10,01-07-18,SLOTS,1,0.219411765,Новак,37.51941176,9.869411765,0,0,0,0,9.869411765,0,0,0.736951852,NA,NA,NA,NA,0,0-100
1469,Tool Justice,29-08-91,01-07-18,SLOTS,1,0.624434389,Слаб,564.4512821,64.51128205,0,0,0,0,64.51128205,0,0,0.885709743,NA,NA,NA,NA,0,500-1000
1470,Voice Gypsies,08-04-95,01-07-18,SLOTS,1,0.118103448,Новак,34.36810345,10.01810345,0,0,0,0,10.01810345,0,0,0.708505782,NA,NA,NA,NA,0,0-100
1471,Commando Camp,23-08-86,01-07-18,SLOTS,1,0.394254279,Новак,161.6442543,20.14425428,0,0,0,0,20.14425428,0,0,0.875379089,NA,NA,NA,NA,0,100-500
1472,Restaurant Intervention,09-12-68,01-07-18,SLOTS,1,0.219852941,Новак,30.11985294,20.01985294,0,0,0,0,20.01985294,0,0,0.335327002,NA,NA,NA,NA,0,0-100
1473,Cajun Academy,26-03-77,01-07-18,SLOTS,1,0.321621622,Новак,71.72162162,20.12162162,0,0,0,0,20.12162162,0,0,0.719448317,NA,NA,NA,NA,0,0-100
1474,Half Pint Brother,10-10-10,01-07-18,SLOTS,1,0.389764081,Новак,1189.39882,80.08882041,0,0,0,0,80.08882041,0,0,0.932664453,NA,NA,NA,NA,0,1000-5000
1475,Operation Rooms,29-09-56,01-07-18,ROULETTE,1,0.205882353,Новак,14.20588235,3.105882353,0,0,0,0,3.105882353,0,0,0.78136646,NA,NA,NA,NA,0,0-100
1476,Love Kitchen,25-08-72,01-07-18,SLOTS,1,0.215441176,Новак,29.3,19.64,0,0,0,0,19.64,0,0,0.329692833,NA,NA,NA,NA,0,0-100
1477,Chef Behavior,01-01-10,01-07-18,SLOTS,1,0.348275862,Новак,10.44827586,9.968275862,0,0,0,0,9.968275862,0,0,0.045940594,NA,NA,NA,NA,0,0-100
1478,Extreme Factor,10-10-10,01-07-18,SLOTS,1,0.966666667,Среден,29.96666667,-40.03333333,0,0,0,0,-40.03333333,0,0,2.33592881,NA,NA,NA,NA,0,0-100
1479,Crocodile Mania,25-01-89,01-07-18,SLOTS,1,0.896485788,Среден,623.1929716,191.3829716,0,0,0,0,191.3829716,0,0,0.692899342,NA,NA,NA,NA,0,500-1000
1480,Chef Brawlers,10-10-10,01-07-18,ROULETTE,1,1.874509804,Новак,220.8316527,111.6316527,0,0,0,0,111.6316527,0,0,0.494494329,NA,NA,NA,NA,0,100-500
1481,Paradise Garage,19-06-98,01-07-18,SLOTS,2,0.623084847,Слаб,233.9461697,24.99616969,0,0,0,0,24.99616969,0,0,0.893154183,NA,TRUE,NA,NA,1,100-500
1482,Boot Camp Rivals,12-11-56,01-07-18,ROULETTE,1,9.004166667,Слаб,221.375,14.375,0,0,0,0,14.375,0,0,0.935064935,NA,NA,NA,NA,0,100-500
1483,Dance Master,23-08-61,01-07-18,SLOTS,1,0.268068601,Новак,222.4042058,19.6042058,0,0,0,0,19.6042058,0,0,0.91185326,NA,NA,NA,NA,0,100-500
1484,Cake Office,26-06-98,01-07-18,SLOTS,1,0.247641509,Новак,26.49764151,9.997641509,0,0,0,0,9.997641509,0,0,0.622696929,NA,NA,NA,NA,0,0-100
1485,Ulitmate Aliens,10-10-98,01-07-18,SLOTS,6,0.535868689,Слаб,333.0798702,-21.42012977,0,0,0,0,-21.42012977,0,0,1.064309289,NA,TRUE,NA,NA,1,100-500
1486,Jersey Party,19-11-93,01-07-18,SLOTS,1,0.548131531,Слаб,249.2425261,50.49252612,0,0,0,0,50.49252612,0,0,0.797416087,NA,NA,NA,NA,0,100-500
1487,Music Party,14-07-00,01-07-18,SLOTS,1,0.457372938,Слаб,470.7442376,79.39423763,0,0,0,0,79.39423763,0,0,0.831343156,NA,NA,NA,NA,0,100-500
1488,Chef Showdown,07-11-49,01-07-18,SLOTS,1,0.227858628,Новак,109.6,-0.1,0,0,0,0,-0.1,0,0,1.000912409,NA,NA,NA,NA,0,100-500
1489,Amish Star,1899-12-31,01-07-18,SLOTS,1,NA,NA,1,-29,0,0,0,0,-29,0,0,30,NA,NA,NA,NA,0,0-100
1490,Single Greenlight,10-10-10,01-07-18,SLOTS,1,0.253688439,Новак,255.2016205,33.83162049,0,0,0,0,33.83162049,0,0,0.867431796,NA,NA,NA,NA,0,100-500
1491,Justice Wives,11-09-97,01-07-18,SLOTS,1,0.265482234,Новак,52.3,29.99,0,0,0,0,29.99,0,0,0.426577438,NA,NA,NA,NA,0,0-100
1492,Road Icon,18-03-92,01-07-18,SLOTS,1,0.653030937,Слаб,905.7742475,-95.61575251,0,0,0,0,-95.61575251,0,0,1.105562454,NA,NA,NA,NA,0,500-1000
1493,Comic Consignment,10-10-10,01-07-18,SLOTS,1,1.073295455,Среден,124.4465909,35.30659091,0,0,0,0,35.30659091,0,0,0.716291217,NA,NA,NA,NA,0,100-500
1494,Fear Blitz,21-05-98,01-07-18,ROULETTE,1,5,Слаб,15,-15,0,0,0,0,-15,0,0,2,NA,NA,NA,NA,0,0-100
1495,Style Fighter,15-01-74,01-07-18,SLOTS,1,0.576198383,Слаб,1039.419231,-100.2907692,0,0,0,0,-100.2907692,0,0,1.096487314,NA,NA,NA,NA,0,1000-5000
1496,House Behavior,17-09-78,01-07-18,SLOTS,3,0.57419953,Слаб,2338.688854,39.18885427,0,0,0,0,39.18885427,0,0,0.983243237,NA,NA,NA,NA,0,1000-5000
1497,Colonial House,02-03-93,01-07-18,SLOTS,1,0.587543036,Слаб,154.7626291,69.66262911,0,0,0,0,69.66262911,0,0,0.549874349,NA,NA,NA,NA,0,100-500
1498,Drama Hunters,05-10-88,01-07-18,SLOTS,1,NA,NA,1,29,0,0,0,0,29,0,0,-28,NA,NA,NA,NA,0,0-100
1499,Fish Tank Showdown,21-04-90,01-07-18,SLOTS,2,1.893781605,Среден,11143.26826,-336.3717429,0,0,0,0,-336.3717429,0,0,1.030186094,NA,NA,NA,NA,0,5000-20000
1500,Mom House Party,25-03-98,01-07-18,SLOTS,1,0.213590459,Новак,97.02718092,-19.97281908,0,0,0,0,-19.97281908,0,0,1.20584767,NA,TRUE,NA,NA,1,0-100
1501,Surf Shore,09-09-64,01-07-18,SLOTS,1,0.820069204,Среден,474.8200692,-29.6199308,0,0,0,0,-29.6199308,0,0,1.062381379,NA,NA,NA,NA,0,100-500
1502,Comedy Master,10-10-10,01-07-18,SLOTS,1,0.233201581,Новак,59.23320158,9.823201581,0,0,0,0,9.823201581,0,0,0.83416055,NA,NA,NA,NA,0,0-100
1503,Mountain Experiment,05-05-78,01-07-18,SLOTS,2,3.107355322,Хубав,27181.14647,-731.8535284,0,25,0,25,-756.8535284,0.000919755,-0.034159841,1.027844798,NA,NA,NA,NA,0,20000-100000
1504,Comedy VIP,01-02-89,01-07-18,SLOTS,1,2.022921597,Хубав,1640.068765,219.3687648,0,0,0,0,219.3687648,0,0,0.866244166,NA,NA,NA,NA,0,1000-5000
1505,Star Kings,09-04-96,01-07-18,ROULETTE,1,2.405882353,Новак,43.30588235,10.90588235,0,0,0,0,10.90588235,0,0,0.748166259,NA,NA,NA,NA,0,0-100
1506,Undercover Rooms,15-09-94,01-07-18,SLOTS,1,0.27004104,Новак,34.14008208,19.64008208,0,0,0,0,19.64008208,0,0,0.424720713,NA,NA,NA,NA,0,0-100
1507,Ulitmate Gypsies,02-02-02,01-07-18,SLOTS,1,0.508152174,Слаб,140.7581522,20.05815217,0,0,0,0,20.05815217,0,0,0.85749918,NA,NA,NA,NA,0,100-500
1508,Comedy Loser,30-08-73,01-07-18,SLOTS,1,1.797133408,Среден,1413.3914,-270.0085998,0,0,0,0,-270.0085998,0,0,1.191035972,NA,TRUE,NA,NA,1,1000-5000
1509,Frontier Behavior,10-10-10,01-07-18,SLOTS,1,4.781395349,Хубав,1443.981395,264.5313953,0,0,0,0,264.5313953,0,0,0.816804153,NA,NA,NA,NA,0,1000-5000
1510,Half Pint Men,30-04-71,01-07-18,SLOTS,1,0.205492457,Новак,213.2384472,-31.7915528,0,0,0,0,-31.7915528,0,0,1.149089215,NA,TRUE,NA,NA,1,100-500
1511,Colonial Mates,06-09-91,01-07-18,SLOTS,1,0.661538462,Слаб,157.1230769,15.44307692,0,0,0,0,15.44307692,0,0,0.901713502,NA,NA,NA,NA,0,100-500
1512,Celebrity Haul,09-09-99,01-07-18,SLOTS,7,0.481280953,Слаб,3429.723875,318.8938745,50,15,0,20,298.8938745,0.005831373,0.062716789,0.912851913,NA,TRUE,NA,NA,1,1000-5000
1513,Modern Fighter,26-06-81,01-07-18,SLOTS,1,0.865023812,Среден,1486.745071,-9.924928564,0,0,0,0,-9.924928564,0,0,1.006675609,NA,NA,NA,NA,0,1000-5000
1514,Music Shore,21-05-52,01-07-18,SLOTS,1,0.739716312,Слаб,105.0397163,55.28971631,0,0,0,0,55.28971631,0,0,0.473630373,NA,NA,NA,NA,0,100-500
1515,Airport Casting Call,02-12-97,01-07-18,SLOTS,1,0.299377289,Новак,41.89875458,19.96875458,0,0,0,0,19.96875458,0,0,0.523404579,NA,NA,NA,NA,0,0-100
1516,Rock Star Pitmasters,25-04-88,01-07-18,SLOTS,1,0.996352583,Среден,5533.017622,1256.877622,0,0,0,0,1256.877622,0,0,0.772840481,NA,NA,NA,NA,0,5000-20000
1517,Baggage Crew,05-10-76,01-07-18,SLOTS,1,0.72234673,Слаб,606.2670402,24.51704019,0,0,0,0,24.51704019,0,0,0.959560658,NA,NA,NA,NA,0,500-1000
1518,House Loser,10-10-10,01-07-18,SLOTS,1,0.535028015,Слаб,598.1002802,-104.0597198,0,0,0,0,-104.0597198,0,0,1.173983734,NA,NA,NA,NA,0,500-1000
1519,Flying Intervention,29-05-85,01-07-18,SLOTS,1,0.194871795,Новак,7.794871795,4.994871795,0,0,0,0,4.994871795,0,0,0.359210526,NA,NA,NA,NA,0,0-100
1520,Road Stars,01-01-10,01-07-18,ROULETTE,1,9.569565217,Слаб,229.6695652,-150.6304348,0,0,0,0,-150.6304348,0,0,1.655857186,NA,NA,NA,NA,0,100-500
1521,Cake Restoration,02-07-00,01-07-18,SLOTS,1,0.593342464,Слаб,259.9000548,49.25005478,0,0,0,0,49.25005478,0,0,0.810503869,NA,TRUE,NA,NA,1,100-500
1522,Craft Camp,10-10-10,01-07-18,SLOTS,1,0.33875,Новак,5.75875,4.91875,0,0,0,0,4.91875,0,0,0.145864988,NA,TRUE,NA,NA,1,0-100
1523,Myth Dancing,16-10-86,01-07-18,ROULETTE,5,25.18110308,Среден,6259.33858,-14.12535613,0,110,0,110,-124.1253561,0.017573742,-7.78741428,1.019830427,NA,TRUE,NA,NA,1,5000-20000
1524,Modern Dance Crew,11-01-68,01-07-18,SLOTS,1,NA,NA,1,-555,0,0,0,0,-555,0,0,556,NA,NA,NA,NA,0,0-100
1525,Mystery Club,27-03-00,01-07-18,ROULETTE,1,0.917857143,Новак,51.11176471,25.61176471,0,0,0,0,25.61176471,0,0,0.498906664,NA,NA,NA,NA,0,0-100
1526,Band Story,22-05-90,01-07-18,SLOTS,1,0.388505747,Новак,34.18850575,11.18850575,0,0,0,0,11.18850575,0,0,0.672740721,NA,NA,NA,NA,0,0-100
1527,Hollywood Diners,07-09-82,01-07-18,SLOTS,1,0.592232541,Слаб,357.9289302,48.02893017,0,0,0,0,48.02893017,0,0,0.865814339,NA,NA,NA,NA,0,100-500
1528,Myth Truckers,10-10-10,01-07-18,ROULETTE,1,25.6125,Среден,418.4363222,273.6363222,0,0,0,0,273.6363222,0,0,0.346050265,NA,NA,NA,NA,0,100-500
1529,Pop Contender,20-06-88,01-07-18,SLOTS,1,0.27626878,Новак,449.986419,-165.363581,0,0,0,0,-165.363581,0,0,1.367485715,NA,NA,NA,NA,0,100-500
1530,Teen Jail,19-03-95,01-07-18,SLOTS,1,0.419281995,Слаб,48.55784599,25.05784599,0,0,0,0,25.05784599,0,0,0.483958864,NA,TRUE,NA,NA,1,0-100
1531,Chef Brawlers,07-02-91,01-07-18,ROULETTE,1,5.375,Слаб,48.375,20.375,0,0,0,0,20.375,0,0,0.57881137,NA,NA,NA,NA,0,0-100
1532,Amish Party,05-09-77,01-07-18,SLOTS,1,0.199056604,Новак,70.19761775,23.39761775,0,0,0,0,23.39761775,0,0,0.666689291,NA,TRUE,NA,NA,1,0-100
1533,Paradise Loser,08-03-82,01-07-18,SLOTS,1,1.067623452,Среден,2424.440988,416.4409876,0,0,0,0,416.4409876,0,0,0.828232162,NA,TRUE,NA,NA,1,1000-5000
1534,Chef Missions,25-06-70,01-07-18,ROULETTE,1,63.47403846,Хубав,2163.775,368.775,0,0,0,0,368.775,0,0,0.829568694,NA,TRUE,NA,NA,1,1000-5000
1535,New York Justice,02-01-89,01-07-18,SLOTS,1,0.820936759,Среден,1763.767494,-435.0325059,0,0,0,0,-435.0325059,0,0,1.246649577,NA,NA,NA,NA,0,1000-5000
1536,Cajun Master,21-04-97,01-07-18,SLOTS,1,0.814439444,Среден,349.8288789,-150.9511211,0,0,0,0,-150.9511211,0,0,1.431499885,NA,TRUE,NA,NA,1,100-500
1537,Cajun Mates,04-04-90,01-07-18,SLOTS,1,2.62018845,Хубав,1306.440377,283.4403769,0,0,0,0,283.4403769,0,0,0.783043772,NA,NA,NA,NA,0,1000-5000
1538,Comic Rescue,10-03-86,01-07-18,SLOTS,1,1.107231394,Среден,2335.521694,464.6416942,0,0,0,0,464.6416942,0,0,0.80105443,NA,NA,NA,NA,0,1000-5000
1539,Drama Discoveries,11-02-90,01-07-18,SLOTS,2,0.814593993,Среден,8428.620173,441.8801731,0,0,0,0,441.8801731,0,0,0.947573842,NA,TRUE,NA,NA,1,5000-20000
1540,Star of Love,09-02-79,01-07-18,SLOTS,1,0.485506985,Слаб,539.1420279,119.1820279,0,0,0,0,119.1820279,0,0,0.778941315,NA,NA,NA,NA,0,500-1000
